Period,Area,Benchmark,House_type,,,,,
Sep-05,Coquitlam,478100.00 ,Detached,,,,,
Sep-05,Ladner,458800.00 ,Detached,,,,,
Sep-05,Maple Ridge,368200.00 ,Detached,,,,,
Sep-05,New Westminster,437400.00 ,Detached,,,,,
Sep-05,North Vancouver,682100.00 ,Detached,,,,,
Sep-05,Pitt Meadows,371200.00 ,Detached,,,,,
Sep-05,Port Coquitlam,398300.00 ,Detached,,,,,
Sep-05,Port Moody,576200.00 ,Detached,,,,,
Sep-05,Richmond,563200.00 ,Detached,,,,,
Sep-05,Squamish,413600.00 ,Detached,,,,,
Sep-05,Sunshine Coast,329400.00 ,Detached,,,,,
Sep-05,Tsawwassen,495400.00 ,Detached,,,,,
Sep-05,Vancouver East,498000.00 ,Detached,,,,,
Sep-05,Vancouver West,1069700.00 ,Detached,,,,,
Sep-05,West Vancouver,1166300.00 ,Detached,,,,,
Sep-05,Whistler,769200.00 ,Detached,,,,,
Sep-05,Lower Mainland,294200.00 ,Townhouse,,,,,
Sep-05,Burnaby East,292600.00 ,Townhouse,,,,,
Sep-05,Burnaby North,296300.00 ,Townhouse,,,,,
Sep-05,Burnaby South,319300.00 ,Townhouse,,,,,
Sep-05,Coquitlam,291600.00 ,Townhouse,,,,,
Sep-05,Ladner,300800.00 ,Townhouse,,,,,
Sep-05,Maple Ridge,225300.00 ,Townhouse,,,,,
Sep-05,New Westminster,297300.00 ,Townhouse,,,,,
Sep-05,North Vancouver,437900.00 ,Townhouse,,,,,
Sep-05,Pitt Meadows,246600.00 ,Townhouse,,,,,
Sep-05,Port Coquitlam,283700.00 ,Townhouse,,,,,
Sep-05,Port Moody,323700.00 ,Townhouse,,,,,
Sep-05,Richmond,323700.00 ,Townhouse,,,,,
Sep-05,Squamish,330900.00 ,Townhouse,,,,,
Sep-05,Tsawwassen,275200.00 ,Townhouse,,,,,
Sep-05,Vancouver East,343100.00 ,Townhouse,,,,,
Sep-05,Vancouver West,462400.00 ,Townhouse,,,,,
Sep-05,Whistler,451300.00 ,Townhouse,,,,,
Sep-05,Lower Mainland,258900.00 ,Apartment,,,,,
Sep-05,Burnaby East,295100.00 ,Apartment,,,,,
Sep-05,Burnaby North,254800.00 ,Apartment,,,,,
Sep-05,Burnaby South,275200.00 ,Apartment,,,,,
Sep-05,Coquitlam,196300.00 ,Apartment,,,,,
Sep-05,Ladner,229400.00 ,Apartment,,,,,
Sep-05,Maple Ridge,147800.00 ,Apartment,,,,,
Sep-05,New Westminster,195200.00 ,Apartment,,,,,
Sep-05,North Vancouver,270000.00 ,Apartment,,,,,
Sep-05,Pitt Meadows,178900.00 ,Apartment,,,,,
Sep-05,Port Coquitlam,183300.00 ,Apartment,,,,,
Sep-05,Port Moody,261800.00 ,Apartment,,,,,
Sep-05,Richmond,254800.00 ,Apartment,,,,,
Sep-05,Squamish,211200.00 ,Apartment,,,,,
Sep-05,Tsawwassen,248700.00 ,Apartment,,,,,
Sep-05,Vancouver East,204600.00 ,Apartment,,,,,
Sep-05,Vancouver West,351300.00 ,Apartment,,,,,
Sep-05,West Vancouver,555200.00 ,Apartment,,,,,
Sep-05,Whistler,265800.00 ,Apartment,,,,,
Oct-05,Lower Mainland,510200.00 ,Detached,,,,,
Oct-05,Bowen Island,518000.00 ,Detached,,,,,
Oct-05,Burnaby East,491000.00 ,Detached,,,,,
Oct-05,Burnaby North,564700.00 ,Detached,,,,,
Oct-05,Burnaby South,568400.00 ,Detached,,,,,
Oct-05,Coquitlam,483500.00 ,Detached,,,,,
Oct-05,Ladner,456700.00 ,Detached,,,,,
Oct-05,Maple Ridge,370700.00 ,Detached,,,,,
Oct-05,New Westminster,440200.00 ,Detached,,,,,
Oct-05,North Vancouver,687100.00 ,Detached,,,,,
Oct-05,Pitt Meadows,374400.00 ,Detached,,,,,
Oct-05,Port Coquitlam,402100.00 ,Detached,,,,,
Oct-05,Port Moody,584300.00 ,Detached,,,,,
Oct-05,Richmond,567300.00 ,Detached,,,,,
Oct-05,Squamish,413600.00 ,Detached,,,,,
Oct-05,Sunshine Coast,326300.00 ,Detached,,,,,
Oct-05,Tsawwassen,499500.00 ,Detached,,,,,
Oct-05,Vancouver East,500700.00 ,Detached,,,,,
Oct-05,Vancouver West,1077600.00 ,Detached,,,,,
Oct-05,West Vancouver,1167300.00 ,Detached,,,,,
Oct-05,Whistler,777800.00 ,Detached,,,,,
Oct-05,Lower Mainland,296400.00 ,Townhouse,,,,,
Oct-05,Burnaby East,294300.00 ,Townhouse,,,,,
Oct-05,Burnaby North,297100.00 ,Townhouse,,,,,
Oct-05,Burnaby South,318800.00 ,Townhouse,,,,,
Oct-05,Coquitlam,294300.00 ,Townhouse,,,,,
Oct-05,Ladner,304700.00 ,Townhouse,,,,,
Oct-05,Maple Ridge,226800.00 ,Townhouse,,,,,
Oct-05,New Westminster,298400.00 ,Townhouse,,,,,
Oct-05,North Vancouver,440800.00 ,Townhouse,,,,,
Oct-05,Pitt Meadows,247300.00 ,Townhouse,,,,,
Oct-05,Port Coquitlam,286900.00 ,Townhouse,,,,,
Oct-05,Port Moody,325800.00 ,Townhouse,,,,,
Oct-05,Richmond,328200.00 ,Townhouse,,,,,
Oct-05,Squamish,322400.00 ,Townhouse,,,,,
Oct-05,Tsawwassen,278800.00 ,Townhouse,,,,,
Oct-05,Vancouver East,346200.00 ,Townhouse,,,,,
Oct-05,Vancouver West,465800.00 ,Townhouse,,,,,
Oct-05,Whistler,439600.00 ,Townhouse,,,,,
Oct-05,Lower Mainland,260700.00 ,Apartment,,,,,
Oct-05,Burnaby East,298700.00 ,Apartment,,,,,
Oct-05,Burnaby North,256500.00 ,Apartment,,,,,
Oct-05,Burnaby South,277000.00 ,Apartment,,,,,
Oct-05,Coquitlam,198600.00 ,Apartment,,,,,
Oct-05,Ladner,231100.00 ,Apartment,,,,,
Oct-05,Maple Ridge,149900.00 ,Apartment,,,,,
Oct-05,New Westminster,197000.00 ,Apartment,,,,,
Oct-05,North Vancouver,270900.00 ,Apartment,,,,,
Oct-05,Pitt Meadows,181400.00 ,Apartment,,,,,
Oct-05,Port Coquitlam,184900.00 ,Apartment,,,,,
Oct-05,Port Moody,267100.00 ,Apartment,,,,,
Oct-05,Richmond,257200.00 ,Apartment,,,,,
Oct-05,Squamish,213400.00 ,Apartment,,,,,
Oct-05,Tsawwassen,250500.00 ,Apartment,,,,,
Oct-05,Vancouver East,206900.00 ,Apartment,,,,,
Oct-05,Vancouver West,351600.00 ,Apartment,,,,,
Oct-05,West Vancouver,554700.00 ,Apartment,,,,,
Oct-05,Whistler,268600.00 ,Apartment,,,,,
Nov-05,Lower Mainland,513900.00 ,Detached,,,,,
Nov-05,Bowen Island,513800.00 ,Detached,,,,,
Nov-05,Burnaby East,495000.00 ,Detached,,,,,
Nov-05,Burnaby North,567300.00 ,Detached,,,,,
Nov-05,Burnaby South,576700.00 ,Detached,,,,,
Nov-05,Coquitlam,488400.00 ,Detached,,,,,
Nov-05,Ladner,454600.00 ,Detached,,,,,
Nov-05,Maple Ridge,372800.00 ,Detached,,,,,
Nov-05,New Westminster,443400.00 ,Detached,,,,,
Nov-05,North Vancouver,692200.00 ,Detached,,,,,
Nov-05,Pitt Meadows,377600.00 ,Detached,,,,,
Nov-05,Port Coquitlam,406200.00 ,Detached,,,,,
Nov-05,Port Moody,592900.00 ,Detached,,,,,
Nov-05,Richmond,571400.00 ,Detached,,,,,
Nov-05,Squamish,414000.00 ,Detached,,,,,
Nov-05,Sunshine Coast,323100.00 ,Detached,,,,,
Nov-05,Tsawwassen,503500.00 ,Detached,,,,,
Nov-05,Vancouver East,503500.00 ,Detached,,,,,
Nov-05,Vancouver West,1086500.00 ,Detached,,,,,
Nov-05,West Vancouver,1168400.00 ,Detached,,,,,
Nov-05,Whistler,786500.00 ,Detached,,,,,
Nov-05,Lower Mainland,298600.00 ,Townhouse,,,,,
Nov-05,Burnaby East,295900.00 ,Townhouse,,,,,
Nov-05,Burnaby North,297900.00 ,Townhouse,,,,,
Nov-05,Burnaby South,318200.00 ,Townhouse,,,,,
Nov-05,Coquitlam,296800.00 ,Townhouse,,,,,
Nov-05,Ladner,308600.00 ,Townhouse,,,,,
Nov-05,Maple Ridge,228500.00 ,Townhouse,,,,,
Nov-05,New Westminster,299800.00 ,Townhouse,,,,,
Nov-05,North Vancouver,444100.00 ,Townhouse,,,,,
Nov-05,Pitt Meadows,248000.00 ,Townhouse,,,,,
Nov-05,Port Coquitlam,290300.00 ,Townhouse,,,,,
Nov-05,Port Moody,327600.00 ,Townhouse,,,,,
Nov-05,Richmond,332500.00 ,Townhouse,,,,,
Nov-05,Squamish,314200.00 ,Townhouse,,,,,
Nov-05,Tsawwassen,282400.00 ,Townhouse,,,,,
Nov-05,Vancouver East,349300.00 ,Townhouse,,,,,
Nov-05,Vancouver West,468800.00 ,Townhouse,,,,,
Nov-05,Whistler,428400.00 ,Townhouse,,,,,
Nov-05,Lower Mainland,263100.00 ,Apartment,,,,,
Nov-05,Burnaby East,302100.00 ,Apartment,,,,,
Nov-05,Burnaby North,258100.00 ,Apartment,,,,,
Nov-05,Burnaby South,278900.00 ,Apartment,,,,,
Nov-05,Coquitlam,201000.00 ,Apartment,,,,,
Nov-05,Ladner,232800.00 ,Apartment,,,,,
Nov-05,Maple Ridge,151800.00 ,Apartment,,,,,
Nov-05,New Westminster,198700.00 ,Apartment,,,,,
Nov-05,North Vancouver,271900.00 ,Apartment,,,,,
Nov-05,Pitt Meadows,183800.00 ,Apartment,,,,,
Nov-05,Port Coquitlam,186600.00 ,Apartment,,,,,
Nov-05,Port Moody,272600.00 ,Apartment,,,,,
Nov-05,Richmond,259000.00 ,Apartment,,,,,
Nov-05,Squamish,215700.00 ,Apartment,,,,,
Nov-05,Tsawwassen,252400.00 ,Apartment,,,,,
Nov-05,Vancouver East,209100.00 ,Apartment,,,,,
Nov-05,Vancouver West,353500.00 ,Apartment,,,,,
Nov-05,West Vancouver,553700.00 ,Apartment,,,,,
Nov-05,Whistler,271400.00 ,Apartment,,,,,
Dec-05,Lower Mainland,517700.00 ,Detached,,,,,
Dec-05,Bowen Island,510100.00 ,Detached,,,,,
Dec-05,Burnaby East,498600.00 ,Detached,,,,,
Dec-05,Burnaby North,570400.00 ,Detached,,,,,
Dec-05,Burnaby South,585600.00 ,Detached,,,,,
Dec-05,Coquitlam,493800.00 ,Detached,,,,,
Dec-05,Ladner,452100.00 ,Detached,,,,,
Dec-05,Maple Ridge,374900.00 ,Detached,,,,,
Dec-05,New Westminster,446200.00 ,Detached,,,,,
Dec-05,North Vancouver,697900.00 ,Detached,,,,,
Dec-05,Pitt Meadows,380800.00 ,Detached,,,,,
Dec-05,Port Coquitlam,409900.00 ,Detached,,,,,
Dec-05,Port Moody,601100.00 ,Detached,,,,,
Dec-05,Richmond,575600.00 ,Detached,,,,,
Dec-05,Squamish,414400.00 ,Detached,,,,,
Dec-05,Sunshine Coast,320000.00 ,Detached,,,,,
Dec-05,Tsawwassen,507500.00 ,Detached,,,,,
Dec-05,Vancouver East,506600.00 ,Detached,,,,,
Dec-05,Vancouver West,1095400.00 ,Detached,,,,,
Dec-05,West Vancouver,1170500.00 ,Detached,,,,,
Dec-05,Whistler,795800.00 ,Detached,,,,,
Dec-05,Lower Mainland,301100.00 ,Townhouse,,,,,
Dec-05,Burnaby East,297500.00 ,Townhouse,,,,,
Dec-05,Burnaby North,298500.00 ,Townhouse,,,,,
Dec-05,Burnaby South,317600.00 ,Townhouse,,,,,
Dec-05,Coquitlam,299500.00 ,Townhouse,,,,,
Dec-05,Ladner,312500.00 ,Townhouse,,,,,
Dec-05,Maple Ridge,230000.00 ,Townhouse,,,,,
Dec-05,New Westminster,301100.00 ,Townhouse,,,,,
Dec-05,North Vancouver,447400.00 ,Townhouse,,,,,
Dec-05,Pitt Meadows,248900.00 ,Townhouse,,,,,
Dec-05,Port Coquitlam,294000.00 ,Townhouse,,,,,
Dec-05,Port Moody,329300.00 ,Townhouse,,,,,
Dec-05,Richmond,337100.00 ,Townhouse,,,,,
Dec-05,Squamish,305900.00 ,Townhouse,,,,,
Dec-05,Tsawwassen,285900.00 ,Townhouse,,,,,
Dec-05,Vancouver East,352500.00 ,Townhouse,,,,,
Dec-05,Vancouver West,472200.00 ,Townhouse,,,,,
Dec-05,Whistler,417300.00 ,Townhouse,,,,,
Dec-05,Lower Mainland,265900.00 ,Apartment,,,,,
Dec-05,Burnaby East,305800.00 ,Apartment,,,,,
Dec-05,Burnaby North,259800.00 ,Apartment,,,,,
Dec-05,Burnaby South,280900.00 ,Apartment,,,,,
Dec-05,Coquitlam,203400.00 ,Apartment,,,,,
Dec-05,Ladner,234500.00 ,Apartment,,,,,
Dec-05,Maple Ridge,153900.00 ,Apartment,,,,,
Dec-05,New Westminster,200700.00 ,Apartment,,,,,
Dec-05,North Vancouver,272900.00 ,Apartment,,,,,
Dec-05,Pitt Meadows,186400.00 ,Apartment,,,,,
Dec-05,Port Coquitlam,188100.00 ,Apartment,,,,,
Dec-05,Port Moody,278100.00 ,Apartment,,,,,
Dec-05,Richmond,261400.00 ,Apartment,,,,,
Dec-05,Squamish,217900.00 ,Apartment,,,,,
Dec-05,Tsawwassen,254200.00 ,Apartment,,,,,
Dec-05,Vancouver East,211200.00 ,Apartment,,,,,
Dec-05,Vancouver West,357500.00 ,Apartment,,,,,
Dec-05,West Vancouver,553200.00 ,Apartment,,,,,
Dec-05,Whistler,274200.00 ,Apartment,,,,,
Jan-06,Lower Mainland,527100.00 ,Detached,,,,,
Jan-06,Bowen Island,522100.00 ,Detached,,,,,
Jan-06,Burnaby East,509800.00 ,Detached,,,,,
Jan-06,Burnaby North,579700.00 ,Detached,,,,,
Jan-06,Burnaby South,598100.00 ,Detached,,,,,
Jan-06,Coquitlam,501500.00 ,Detached,,,,,
Jan-06,Ladner,460400.00 ,Detached,,,,,
Jan-06,Maple Ridge,380500.00 ,Detached,,,,,
Jan-06,New Westminster,457000.00 ,Detached,,,,,
Jan-06,North Vancouver,710600.00 ,Detached,,,,,
Jan-06,Pitt Meadows,388200.00 ,Detached,,,,,
Jan-06,Port Coquitlam,418200.00 ,Detached,,,,,
Jan-06,Port Moody,609700.00 ,Detached,,,,,
Jan-06,Richmond,588500.00 ,Detached,,,,,
Jan-06,Squamish,416300.00 ,Detached,,,,,
Jan-06,Sunshine Coast,328000.00 ,Detached,,,,,
Jan-06,Tsawwassen,514300.00 ,Detached,,,,,
Jan-06,Vancouver East,519800.00 ,Detached,,,,,
Jan-06,Vancouver West,1120100.00 ,Detached,,,,,
Jan-06,West Vancouver,1194900.00 ,Detached,,,,,
Jan-06,Whistler,795100.00 ,Detached,,,,,
Jan-06,Lower Mainland,306300.00 ,Townhouse,,,,,
Jan-06,Burnaby East,303200.00 ,Townhouse,,,,,
Jan-06,Burnaby North,306500.00 ,Townhouse,,,,,
Jan-06,Burnaby South,323700.00 ,Townhouse,,,,,
Jan-06,Coquitlam,304400.00 ,Townhouse,,,,,
Jan-06,Ladner,319800.00 ,Townhouse,,,,,
Jan-06,Maple Ridge,233300.00 ,Townhouse,,,,,
Jan-06,New Westminster,309600.00 ,Townhouse,,,,,
Jan-06,North Vancouver,455200.00 ,Townhouse,,,,,
Jan-06,Pitt Meadows,255400.00 ,Townhouse,,,,,
Jan-06,Port Coquitlam,298800.00 ,Townhouse,,,,,
Jan-06,Port Moody,335800.00 ,Townhouse,,,,,
Jan-06,Richmond,342300.00 ,Townhouse,,,,,
Jan-06,Squamish,309900.00 ,Townhouse,,,,,
Jan-06,Tsawwassen,292600.00 ,Townhouse,,,,,
Jan-06,Vancouver East,356300.00 ,Townhouse,,,,,
Jan-06,Vancouver West,481600.00 ,Townhouse,,,,,
Jan-06,Whistler,422600.00 ,Townhouse,,,,,
Jan-06,Lower Mainland,270800.00 ,Apartment,,,,,
Jan-06,Burnaby East,305200.00 ,Apartment,,,,,
Jan-06,Burnaby North,265400.00 ,Apartment,,,,,
Jan-06,Burnaby South,285700.00 ,Apartment,,,,,
Jan-06,Coquitlam,207400.00 ,Apartment,,,,,
Jan-06,Ladner,238400.00 ,Apartment,,,,,
Jan-06,Maple Ridge,157600.00 ,Apartment,,,,,
Jan-06,New Westminster,205300.00 ,Apartment,,,,,
Jan-06,North Vancouver,277100.00 ,Apartment,,,,,
Jan-06,Pitt Meadows,190800.00 ,Apartment,,,,,
Jan-06,Port Coquitlam,191800.00 ,Apartment,,,,,
Jan-06,Port Moody,282700.00 ,Apartment,,,,,
Jan-06,Richmond,267700.00 ,Apartment,,,,,
Jan-06,Squamish,222100.00 ,Apartment,,,,,
Jan-06,Tsawwassen,258400.00 ,Apartment,,,,,
Jan-06,Vancouver East,216200.00 ,Apartment,,,,,
Jan-06,Vancouver West,361800.00 ,Apartment,,,,,
Jan-06,West Vancouver,563500.00 ,Apartment,,,,,
Jan-06,Whistler,279500.00 ,Apartment,,,,,
Feb-06,Lower Mainland,536900.00 ,Detached,,,,,
Feb-06,Bowen Island,534600.00 ,Detached,,,,,
Feb-06,Burnaby East,521000.00 ,Detached,,,,,
Feb-06,Burnaby North,589000.00 ,Detached,,,,,
Feb-06,Burnaby South,611200.00 ,Detached,,,,,
Feb-06,Coquitlam,509600.00 ,Detached,,,,,
Feb-06,Ladner,468800.00 ,Detached,,,,,
Feb-06,Maple Ridge,386100.00 ,Detached,,,,,
Feb-06,New Westminster,467800.00 ,Detached,,,,,
Feb-06,North Vancouver,724000.00 ,Detached,,,,,
Feb-06,Pitt Meadows,395700.00 ,Detached,,,,,
Feb-06,Port Coquitlam,426100.00 ,Detached,,,,,
Feb-06,Port Moody,618900.00 ,Detached,,,,,
Feb-06,Richmond,601400.00 ,Detached,,,,,
Feb-06,Squamish,418600.00 ,Detached,,,,,
Feb-06,Sunshine Coast,336000.00 ,Detached,,,,,
Feb-06,Tsawwassen,521000.00 ,Detached,,,,,
Feb-06,Vancouver East,533000.00 ,Detached,,,,,
Feb-06,Vancouver West,1144800.00 ,Detached,,,,,
Feb-06,West Vancouver,1221400.00 ,Detached,,,,,
Feb-06,Whistler,794400.00 ,Detached,,,,,
Feb-06,Lower Mainland,311800.00 ,Townhouse,,,,,
Feb-06,Burnaby East,308900.00 ,Townhouse,,,,,
Feb-06,Burnaby North,315100.00 ,Townhouse,,,,,
Feb-06,Burnaby South,330100.00 ,Townhouse,,,,,
Feb-06,Coquitlam,309600.00 ,Townhouse,,,,,
Feb-06,Ladner,327600.00 ,Townhouse,,,,,
Feb-06,Maple Ridge,236500.00 ,Townhouse,,,,,
Feb-06,New Westminster,318300.00 ,Townhouse,,,,,
Feb-06,North Vancouver,462600.00 ,Townhouse,,,,,
Feb-06,Pitt Meadows,262100.00 ,Townhouse,,,,,
Feb-06,Port Coquitlam,303800.00 ,Townhouse,,,,,
Feb-06,Port Moody,342400.00 ,Townhouse,,,,,
Feb-06,Richmond,347400.00 ,Townhouse,,,,,
Feb-06,Squamish,313900.00 ,Townhouse,,,,,
Feb-06,Tsawwassen,299700.00 ,Townhouse,,,,,
Feb-06,Vancouver East,359700.00 ,Townhouse,,,,,
Feb-06,Vancouver West,491500.00 ,Townhouse,,,,,
Feb-06,Whistler,428000.00 ,Townhouse,,,,,
Feb-06,Lower Mainland,277100.00 ,Apartment,,,,,
Feb-06,Burnaby East,305000.00 ,Apartment,,,,,
Feb-06,Burnaby North,271000.00 ,Apartment,,,,,
Feb-06,Burnaby South,290900.00 ,Apartment,,,,,
Feb-06,Coquitlam,211400.00 ,Apartment,,,,,
Feb-06,Ladner,242500.00 ,Apartment,,,,,
Feb-06,Maple Ridge,161300.00 ,Apartment,,,,,
Feb-06,New Westminster,210000.00 ,Apartment,,,,,
Feb-06,North Vancouver,281200.00 ,Apartment,,,,,
Feb-06,Pitt Meadows,195400.00 ,Apartment,,,,,
Feb-06,Port Coquitlam,195500.00 ,Apartment,,,,,
Feb-06,Port Moody,287500.00 ,Apartment,,,,,
Feb-06,Richmond,274000.00 ,Apartment,,,,,
Feb-06,Squamish,226600.00 ,Apartment,,,,,
Feb-06,Tsawwassen,262800.00 ,Apartment,,,,,
Feb-06,Vancouver East,221000.00 ,Apartment,,,,,
Feb-06,Vancouver West,372600.00 ,Apartment,,,,,
Feb-06,West Vancouver,573900.00 ,Apartment,,,,,
Feb-06,Whistler,285200.00 ,Apartment,,,,,
Mar-06,Lower Mainland,547200.00 ,Detached,,,,,
Mar-06,Bowen Island,547000.00 ,Detached,,,,,
Mar-06,Burnaby East,532600.00 ,Detached,,,,,
Mar-06,Burnaby North,598800.00 ,Detached,,,,,
Mar-06,Burnaby South,624200.00 ,Detached,,,,,
Mar-06,Coquitlam,518200.00 ,Detached,,,,,
Mar-06,Ladner,477600.00 ,Detached,,,,,
Mar-06,Maple Ridge,392100.00 ,Detached,,,,,
Mar-06,New Westminster,479000.00 ,Detached,,,,,
Mar-06,North Vancouver,737300.00 ,Detached,,,,,
Mar-06,Pitt Meadows,403500.00 ,Detached,,,,,
Mar-06,Port Coquitlam,434300.00 ,Detached,,,,,
Mar-06,Port Moody,627600.00 ,Detached,,,,,
Mar-06,Richmond,614800.00 ,Detached,,,,,
Mar-06,Squamish,420500.00 ,Detached,,,,,
Mar-06,Sunshine Coast,344200.00 ,Detached,,,,,
Mar-06,Tsawwassen,528200.00 ,Detached,,,,,
Mar-06,Vancouver East,547100.00 ,Detached,,,,,
Mar-06,Vancouver West,1171500.00 ,Detached,,,,,
Mar-06,West Vancouver,1247900.00 ,Detached,,,,,
Mar-06,Whistler,793600.00 ,Detached,,,,,
Mar-06,Lower Mainland,317300.00 ,Townhouse,,,,,
Mar-06,Burnaby East,314600.00 ,Townhouse,,,,,
Mar-06,Burnaby North,323600.00 ,Townhouse,,,,,
Mar-06,Burnaby South,336500.00 ,Townhouse,,,,,
Mar-06,Coquitlam,314700.00 ,Townhouse,,,,,
Mar-06,Ladner,335400.00 ,Townhouse,,,,,
Mar-06,Maple Ridge,239700.00 ,Townhouse,,,,,
Mar-06,New Westminster,327000.00 ,Townhouse,,,,,
Mar-06,North Vancouver,470000.00 ,Townhouse,,,,,
Mar-06,Pitt Meadows,268800.00 ,Townhouse,,,,,
Mar-06,Port Coquitlam,308800.00 ,Townhouse,,,,,
Mar-06,Port Moody,349500.00 ,Townhouse,,,,,
Mar-06,Richmond,352900.00 ,Townhouse,,,,,
Mar-06,Squamish,317800.00 ,Townhouse,,,,,
Mar-06,Tsawwassen,306800.00 ,Townhouse,,,,,
Mar-06,Vancouver East,363200.00 ,Townhouse,,,,,
Mar-06,Vancouver West,501300.00 ,Townhouse,,,,,
Mar-06,Whistler,433400.00 ,Townhouse,,,,,
Mar-06,Lower Mainland,282200.00 ,Apartment,,,,,
Mar-06,Burnaby East,304500.00 ,Apartment,,,,,
Mar-06,Burnaby North,276900.00 ,Apartment,,,,,
Mar-06,Burnaby South,295900.00 ,Apartment,,,,,
Mar-06,Coquitlam,215400.00 ,Apartment,,,,,
Mar-06,Ladner,246500.00 ,Apartment,,,,,
Mar-06,Maple Ridge,165300.00 ,Apartment,,,,,
Mar-06,New Westminster,214800.00 ,Apartment,,,,,
Mar-06,North Vancouver,285400.00 ,Apartment,,,,,
Mar-06,Pitt Meadows,200100.00 ,Apartment,,,,,
Mar-06,Port Coquitlam,199200.00 ,Apartment,,,,,
Mar-06,Port Moody,292300.00 ,Apartment,,,,,
Mar-06,Richmond,280800.00 ,Apartment,,,,,
Mar-06,Squamish,231100.00 ,Apartment,,,,,
Mar-06,Tsawwassen,267200.00 ,Apartment,,,,,
Mar-06,Vancouver East,226100.00 ,Apartment,,,,,
Mar-06,Vancouver West,376900.00 ,Apartment,,,,,
Mar-06,West Vancouver,584700.00 ,Apartment,,,,,
Mar-06,Whistler,290800.00 ,Apartment,,,,,
Apr-06,Lower Mainland,557500.00 ,Detached,,,,,
Apr-06,Bowen Island,554000.00 ,Detached,,,,,
Apr-06,Burnaby East,548700.00 ,Detached,,,,,
Apr-06,Burnaby North,612800.00 ,Detached,,,,,
Apr-06,Burnaby South,635700.00 ,Detached,,,,,
Apr-06,Coquitlam,528500.00 ,Detached,,,,,
Apr-06,Ladner,486300.00 ,Detached,,,,,
Apr-06,Maple Ridge,399100.00 ,Detached,,,,,
Apr-06,New Westminster,492300.00 ,Detached,,,,,
Apr-06,North Vancouver,746200.00 ,Detached,,,,,
Apr-06,Pitt Meadows,410600.00 ,Detached,,,,,
Apr-06,Port Coquitlam,441800.00 ,Detached,,,,,
Apr-06,Port Moody,637300.00 ,Detached,,,,,
Apr-06,Richmond,628200.00 ,Detached,,,,,
Apr-06,Squamish,422000.00 ,Detached,,,,,
Apr-06,Sunshine Coast,348800.00 ,Detached,,,,,
Apr-06,Tsawwassen,537100.00 ,Detached,,,,,
Apr-06,Vancouver East,559300.00 ,Detached,,,,,
Apr-06,Vancouver West,1195300.00 ,Detached,,,,,
Apr-06,West Vancouver,1272200.00 ,Detached,,,,,
Apr-06,Whistler,794400.00 ,Detached,,,,,
Apr-06,Lower Mainland,323700.00 ,Townhouse,,,,,
Apr-06,Burnaby East,322700.00 ,Townhouse,,,,,
Apr-06,Burnaby North,329800.00 ,Townhouse,,,,,
Apr-06,Burnaby South,345700.00 ,Townhouse,,,,,
Apr-06,Coquitlam,319900.00 ,Townhouse,,,,,
Apr-06,Ladner,342400.00 ,Townhouse,,,,,
Apr-06,Maple Ridge,246200.00 ,Townhouse,,,,,
Apr-06,New Westminster,333300.00 ,Townhouse,,,,,
Apr-06,North Vancouver,474500.00 ,Townhouse,,,,,
Apr-06,Pitt Meadows,275900.00 ,Townhouse,,,,,
Apr-06,Port Coquitlam,315900.00 ,Townhouse,,,,,
Apr-06,Port Moody,356300.00 ,Townhouse,,,,,
Apr-06,Richmond,360500.00 ,Townhouse,,,,,
Apr-06,Squamish,319600.00 ,Townhouse,,,,,
Apr-06,Tsawwassen,313200.00 ,Townhouse,,,,,
Apr-06,Vancouver East,371700.00 ,Townhouse,,,,,
Apr-06,Vancouver West,509900.00 ,Townhouse,,,,,
Apr-06,Whistler,435900.00 ,Townhouse,,,,,
Apr-06,Lower Mainland,289400.00 ,Apartment,,,,,
Apr-06,Burnaby East,316400.00 ,Apartment,,,,,
Apr-06,Burnaby North,281800.00 ,Apartment,,,,,
Apr-06,Burnaby South,302100.00 ,Apartment,,,,,
Apr-06,Coquitlam,220500.00 ,Apartment,,,,,
Apr-06,Ladner,249300.00 ,Apartment,,,,,
Apr-06,Maple Ridge,172100.00 ,Apartment,,,,,
Apr-06,New Westminster,220600.00 ,Apartment,,,,,
Apr-06,North Vancouver,289300.00 ,Apartment,,,,,
Apr-06,Pitt Meadows,208400.00 ,Apartment,,,,,
Apr-06,Port Coquitlam,203800.00 ,Apartment,,,,,
Apr-06,Port Moody,296400.00 ,Apartment,,,,,
Apr-06,Richmond,286600.00 ,Apartment,,,,,
Apr-06,Squamish,236500.00 ,Apartment,,,,,
Apr-06,Tsawwassen,270300.00 ,Apartment,,,,,
Apr-06,Vancouver East,233100.00 ,Apartment,,,,,
Apr-06,Vancouver West,387400.00 ,Apartment,,,,,
Apr-06,West Vancouver,592600.00 ,Apartment,,,,,
Apr-06,Whistler,297700.00 ,Apartment,,,,,
May-06,Lower Mainland,568300.00 ,Detached,,,,,
May-06,Bowen Island,560400.00 ,Detached,,,,,
May-06,Burnaby East,565300.00 ,Detached,,,,,
May-06,Burnaby North,626700.00 ,Detached,,,,,
May-06,Burnaby South,647200.00 ,Detached,,,,,
May-06,Coquitlam,538900.00 ,Detached,,,,,
May-06,Ladner,495100.00 ,Detached,,,,,
May-06,Maple Ridge,406500.00 ,Detached,,,,,
May-06,New Westminster,505900.00 ,Detached,,,,,
May-06,North Vancouver,755100.00 ,Detached,,,,,
